,lambdas,diag_contrib_MMSE,offdiag_contrib_MMSE,diag_contrib_MMSE_std,offdiag_contrib_MMSE_std
0,0.0,0.8138300716145782,0.10313754557289787,0.0006886357682000728,0.014813345593294362
1,0.03140630026700009,0.8052263867187437,0.08880048828122603,0.0008852338408096271,0.014543399013712903
2,0.04827108118699997,0.8022910611979203,0.0837433268229213,0.0009800804675476858,0.014458543551510376
3,0.06658650134199996,0.7989509830729109,0.07857073567709945,0.0011017982824974534,0.014356754293869107
4,0.0876432408339999,0.7950331640625125,0.07213193359371975,0.00120781430125488,0.014249694009708873
5,0.11404700667100039,0.790194218750011,0.06471776041668229,0.001354691985938906,0.014076570909868203
6,0.14452029038899997,0.7847475911458469,0.055671894531250966,0.0015246263835628447,0.013881718584541586
7,0.1783567881009998,0.7785411783854297,0.04596334635416355,0.0016933116803453073,0.013659650960054033
8,0.21464434703799998,0.7721063932291703,0.035863658854175993,0.001849615966552248,0.013412800146257387
9,0.2523006033480006,0.7651843880208375,0.02537002604166667,0.0020254096348971307,0.013157783724395957
10,0.2950801337049997,0.7574876367187467,0.014000052083301063,0.002202558705273608,0.012854255235241667
11,0.34036162312100005,0.7496677018229047,0.002256171875038504,0.0023913574696007435,0.012553650257605804
12,0.3850700594510008,0.7418404622395671,-0.00901496093752705,0.0025530217845463297,0.012223865258645336
13,0.4341545672250005,0.7336676302083187,-0.020815253906236463,0.002724149889233653,0.011894736331314961
14,0.4829756208970007,0.7254585026041702,-0.031484850260406726,0.0028881807476391114,0.011596171166765156
15,0.5399259216739991,0.7161280208333,-0.043812708333327156,0.0030672744429269673,0.011248513485544039
16,0.5986110112280012,0.7069445052083327,-0.05533241536456144,0.0032326782052917355,0.01089879355814073
17,0.6588441208890002,0.6975654492187531,-0.06642242187499736,0.0033931496631408177,0.010572256360326302
18,0.7217709850989992,0.6882430729166703,-0.07705815104164424,0.0035541389920730206,0.010251831777778537
19,0.7838714219100025,0.6790239062499875,-0.08672258463544749,0.0037052757159875514,0.009957245646739511
20,0.8535643462439994,0.6694097786458217,-0.09647805338537863,0.0038628175294635326,0.00968124562950366
21,0.9306075687610017,0.6586005013020827,-0.10683839843751466,0.004034483201145767,0.009356638651366064
22,1.010187061626997,0.6481289973958453,-0.11584675781247551,0.004194361548035955,0.009084881114301202
23,1.092984673874001,0.637264615885425,-0.12464613281253963,0.004369818089274156,0.008812513102477288
