,MI_average,MI_stdtot,MI_stetot,MMSE_average,MMSE_stdtot,MMSE_stetot,lambda
0,-0.0,4.849368357415544e-07,8.572553125e-08,0.9693965392376563,0.2898834057131025,0.051244630483296486,0.0
1,0.00012032160071874999,0.0005654531076506426,9.995893171569405e-05,0.9692095000844373,0.28981349205196405,0.05123227137732434,0.000524633506
2,0.00038951466521874997,0.0010069172335802977,0.0001779995009895568,0.9686123251219062,0.28964213353975277,0.051201979185824684,0.00166364275
3,0.0005621928804375,0.0012065240121249103,0.00021328532765948108,0.9682425595866563,0.28947217628294064,0.05117193470362375,0.002390234042
4,0.0007471539034687499,0.001388587813123482,0.0002454699647331531,0.9679062684082502,0.28936545134245817,0.05115306822133953,0.003166471316
5,0.0010028335384375,0.00160660675351699,0.0002840106325279919,0.9673521685856876,0.2892331625428051,0.051129682644512106,0.004239722137
6,0.0015105959340624999,0.0019681717682032206,0.00034792690095910374,0.966218427803,0.2888653262245326,0.0510646577557578,0.006368188212
7,0.0018235815629062502,0.002161129918536683,0.0003820374051056048,0.9656820724429062,0.28875035709496744,0.051044333892972145,0.0076802107
8,0.0023195225425625,0.002435509926656234,0.0004305413961964435,0.9646713219786563,0.28841016205186704,0.05098419533749656,0.009758346796
9,0.0026650902391875,0.0026098660416752593,0.0004613634940142671,0.9638807265388126,0.2881799284111993,0.05094349539535321,0.011207920581
10,0.0030726837883437506,0.0028016169069813674,0.0004952605783033515,0.9630397881319687,0.2879536914980591,0.05090350198149417,0.012918263007
11,0.00343740512171875,0.0029623733528684917,0.0005236785715549099,0.9622793228248125,0.2877001384057857,0.05085867970375983,0.014449606637
12,0.003860728792187501,0.003138730679421149,0.0005548544369342385,0.961300374442281,0.2873858699179799,0.05080312435904965,0.016227932845
13,0.004565328860812501,0.0034125124528751687,0.0006032526740778925,0.96000820945975,0.2870225318074407,0.05073889464859321,0.019193169814
14,0.005599330896718751,0.0037781997599541242,0.0006678976677352368,0.9577180119869062,0.2863616039081041,0.05062205799871914,0.023548982153
15,0.0061163343551875,0.003948402821525137,0.0006979856024891305,0.9567240903267499,0.2860554360169098,0.05056793465070787,0.025730823416
16,0.0074669782703125,0.004360706212933614,0.0007708712334819168,0.9538217932488748,0.28517549659739055,0.050412381868064016,0.031438099041
17,0.00806130771196875,0.004530364180494072,0.0008008628083179986,0.9523916245291251,0.2847754969249172,0.05034167124784444,0.033954852396
18,0.009486771488656249,0.00491365995780693,0.0008686205691525213,0.949436772381469,0.28386064458334304,0.05017994667421657,0.040005727136
19,0.011026506500968751,0.005296220202106242,0.0009362483048916278,0.9460953892910314,0.28288302535827564,0.0500071263783507,0.04656098562
20,0.011926414061,0.005507359344107407,0.000973572784662361,0.9442315905110625,0.28226341741414784,0.04989759413360824,0.050405015224
21,0.012774008791343753,0.005699388702964384,0.0010075191001210294,0.9422654667124376,0.281729572021137,0.04980322270923245,0.054030844756
22,0.013543051479374997,0.005867769226125753,0.001037284852557815,0.9407199835952502,0.2812619045737377,0.04972055000338338,0.057327579542
23,0.014314235622812501,0.006031820038180209,0.0010662852129735313,0.9389769248345,0.28074081992739564,0.04962843438163322,0.060638919341
24,0.015907585264281248,0.006357358570081433,0.0011238328388347486,0.9354443882075939,0.27969029574722454,0.04944272618873336,0.067503258929
25,0.0167835475610625,0.006529161475514701,0.0011542035886996022,0.9334558395546562,0.2790875157438091,0.04933616873173868,0.071286735783
26,0.01820389186296875,0.0067978046715454965,0.001201693445107853,0.9303334658583126,0.2781446337748053,0.04916948917320341,0.077438694457
27,0.019457864341,0.007026530818243988,0.001242126897449146,0.9273448893530938,0.2773393192250747,0.04902712832842773,0.082887739638
28,0.0203623847513125,0.007186605211407488,0.0012704243196742042,0.9251768681722814,0.2766622498749951,0.048907438246234024,0.086829562736
29,0.021269540216187502,0.007343688911725244,0.0012981930571013443,0.9232604322624062,0.27609060936996693,0.04880638552685744,0.090791380379
30,0.022241416142374997,0.007508344890355522,0.0013273003968644385,0.9212228522450937,0.2755350346359392,0.048708172861385714,0.095046245194
31,0.023376214218156246,0.007695577554639732,0.0013603987685081858,0.9184845028363435,0.27471656185193505,0.04856348594743922,0.100026377425
