,MI_average,MI_stdtot,MI_stetot,MMSE_average,MMSE_stdtot,MMSE_stetot,lambda
0,-0.0,0.0,0.0,0.9556763556974923,0.1087642270543311,0.00961349031257886,0.0
1,0.00013488743949218745,0.0014254034091718464,0.00012598905206897943,0.9553910842452268,0.1090698300767387,0.009640502058765798,0.000761563508
2,0.0004880044793593749,0.0025250989390048946,0.00022318932286716464,0.9546902809420864,0.10908271678512546,0.009641641093626729,0.00239588245
3,0.000873167329539062,0.003306835430785505,0.00029228571967204606,0.9539707575543208,0.10924670460875317,0.009656135706391627,0.00411726042
4,0.0012791845243515629,0.003957997257574685,0.00034984083759360225,0.9531478927196256,0.10921580890979428,0.00965340488661121,0.00590872572
5,0.0018544543969062496,0.004723511360102254,0.0004175033642174995,0.9519466848046562,0.10921348212951773,0.009653199226347225,0.00843361418
6,0.0027100690792421864,0.005662061284483383,0.0005004602412190017,0.9501403298247418,0.10917877668615981,0.009650131669554418,0.0121582975
7,0.004065238023640625,0.006880922457321525,0.0006081933662988565,0.9473730752538048,0.10900677449793171,0.00963492868034504,0.0180394437
8,0.0062818612509609375,0.00848581346008253,0.0007500470301885546,0.9428145931046484,0.10856460166470865,0.009595845754241479,0.0276365803
9,0.00891211079334374,0.010046038886009887,0.0008879527775451676,0.9371520690848671,0.10804570764314526,0.0095499815690709,0.0390399791
10,0.012171706198007818,0.011675189928014125,0.0010319507462174583,0.9302683932465234,0.10750530256862803,0.009502216057473555,0.0532081243
11,0.014212311502632805,0.01257875754097257,0.0011118155945153906,0.9257708083320156,0.106795157302204,0.00943944749078406,0.0621174051
12,0.016523184219226564,0.013521741210392157,0.001195164362914736,0.9208031450705471,0.10645090051561004,0.009409019202250301,0.0722420617
13,0.01948313112959376,0.01463100191122827,0.0012932100833728556,0.9142329720645076,0.10555609737329598,0.009329929031030637,0.0852812087
14,0.022156965099007806,0.015554637632629861,0.001374848718616505,0.908199814020734,0.1048681718922811,0.009269124434458558,0.0971232127
15,0.02643932464533594,0.01691406623405695,0.0014950063664425097,0.8986145435241333,0.1036528951736282,0.009161708133361358,0.116233706
16,0.029569657080765616,0.01782974099642366,0.00157594134567137,0.8913163969753051,0.10298832686091525,0.009102968038301228,0.130319042
17,0.032938682551625,0.018753900770175143,0.0016576263010363074,0.883404495146313,0.1018625892540411,0.00900346595134405,0.145599566
18,0.03630759978690625,0.019624076910442538,0.0017345397322375338,0.8754949531905241,0.10102452640188304,0.008929390960616363,0.161001528
19,0.03945259909296877,0.02039402886641376,0.0018025945133944212,0.868181780496562,0.10007858454469487,0.008845780722888118,0.175501644
20,0.046071579499804685,0.021897329379371437,0.0019354687617536195,0.8523030766269765,0.09832339198491827,0.008690642152724842,0.206406395
21,0.048903970799843745,0.022497909930623016,0.0019885530843084627,0.845602703550117,0.09743837494845879,0.008612416959231577,0.21979662
22,0.05167619722523436,0.023063572194916514,0.0020385510371763713,0.8388111194550937,0.09672268469898103,0.008549158280652225,0.233004924
23,0.056507456010109376,0.02400203837247447,0.0021215005119345526,0.8270457808991563,0.09531307955457843,0.00842456561110191,0.256271052
24,0.05975490015671094,0.02460233130172231,0.002174559412055738,0.8192338383848752,0.09459394718534755,0.008361002689245172,0.272089924
25,0.06221571653195314,0.025041687882713992,0.0022133934142780074,0.8133734176614842,0.09371514694219597,0.008283326987840064,0.284175194
26,0.06474424589092968,0.02548066920468393,0.002252194247975405,0.8071031068831171,0.09318491933499638,0.00823646104576217,0.296682425
27,0.06718685068444533,0.025892290597139937,0.0022885767827112912,0.8012039949748045,0.09243120309890836,0.00816984131305864,0.308857081
28,0.0713994201834375,0.026578018990365007,0.0023491871823239914,0.79094235225857,0.09146234191823799,0.008084205274198588,0.330065565
29,0.07768691612141403,0.027544500966438124,0.002434612927220976,0.7758223929738048,0.09000294504880588,0.007955211596346354,0.362222332
30,0.0813970324568516,0.028085221996423004,0.0024824063656000363,0.7669684283341093,0.08901842011368373,0.00786819106411234,0.381486249
31,0.08527363500540629,0.028628896748531585,0.002530460878597023,0.7576463634491719,0.08820219012553429,0.007796045844158804,0.401854365
32,0.08782084986650004,0.02897512132267311,0.0025610630966206352,0.7515937156068047,0.08761312580267307,0.007743979422002525,0.41537303
33,0.09152542153205469,0.029463912134455792,0.0026042665088197867,0.7427189022150392,0.08680545186047456,0.007672590456812995,0.43522718
34,0.09463756890625784,0.029861135817860936,0.002639376453842746,0.7354487287621797,0.08622229995117052,0.007621046623121649,0.452088434
35,0.10070531444323434,0.030602391624686465,0.0027048948297927755,0.7213490760494142,0.08494667994960062,0.007508296678955741,0.485443076
36,0.10398335991299998,0.030986197137592434,0.0027388187648968495,0.7137111989550313,0.08418714565830797,0.007441162697966147,0.503733718
37,0.10689935305268747,0.03131788641835311,0.0027681362323559453,0.7069411510661094,0.08366173424975203,0.007394722451728311,0.520164426
38,0.11009072020270312,0.031670722407915554,0.0027993228224642286,0.6996857888859841,0.08298407045732188,0.007334824868854318,0.538329834
39,0.11372798436040629,0.032060903304825784,0.002833810267226063,0.6914858680451249,0.0822988250954386,0.00727425716358378,0.559264805
40,0.11778838355542971,0.03248152485334201,0.002870988310884689,0.6822161288484454,0.08140343698465312,0.0071951152879675025,0.582927199
41,0.12186927725877343,0.032890307743496466,0.0029071199550923456,0.6731628314758674,0.08075796703926708,0.007138063266038179,0.607030151
42,0.125520255598625,0.03324386208756115,0.002938370039368108,0.6651859197962268,0.08002362254756436,0.007073155769811932,0.628867658
43,0.12921829579616412,0.03359077507752997,0.0029690331053291896,0.656983260144453,0.07936151102217139,0.00701463282612354,0.651255531
44,0.13390060754783598,0.034014764533693884,0.003006508832779827,0.6469068309996643,0.07832753850551931,0.006923241703862889,0.680001566
45,0.1406633247503594,0.034599516977610344,0.003058194135080919,0.6325292359509299,0.07709193721059864,0.0068140289470527285,0.72230929
46,0.1443428375023906,0.03490465772032498,0.003085165021129646,0.6248240234247576,0.07641961631525124,0.006754603614023534,0.745731326
47,0.1475184664978125,0.035161063637983506,0.0031078283165187344,0.6180930909406328,0.07576043385786431,0.006696339565816345,0.766179599
48,0.15273280295733593,0.03556741275539818,0.00314374484357537,0.6075093664845937,0.07473838216507121,0.006606002105479196,0.800235015
49,0.15670569408614055,0.035866551724686814,0.003170185242788013,0.5994620786808365,0.07414082387623544,0.006553184915705446,0.826584491
50,0.16106313659084373,0.036183712585336675,0.003198218567199573,0.590742460095664,0.07330562265309336,0.006479362859638063,0.855893376
51,0.16819863525562498,0.036680723521143925,0.0032421485425787205,0.5767370562304919,0.07193607500299024,0.006358310805819811,0.904823966
52,0.17227511689100775,0.03695205831551064,0.0032661313767122905,0.5688533963393124,0.07121181810542554,0.006294294935371169,0.933311429
53,0.17768022964742192,0.037299760414307395,0.003296864190698788,0.5585975962949141,0.0701914307744386,0.0062041045852239554,0.971684612
54,0.18291505946727335,0.03762240235824952,0.003325381979005874,0.5487279184830939,0.06916248635141363,0.006113157887850827,1.00952735
55,0.18754359097563292,0.037898426418094905,0.003349779289566788,0.5402858622288281,0.06835059207555651,0.006041395894342687,1.04355108
56,0.19245587277817963,0.03818053426564249,0.0033747143360701426,0.5313464489363126,0.06754744003553813,0.005970406612615087,1.08024636
57,0.1957263750056172,0.03836229752011141,0.0033907800897958313,0.5254393730913358,0.06689123206649403,0.00591240547451762,1.10501871
58,0.19824723432823438,0.03849950433802664,0.003402907573717442,0.521005574143297,0.06647615489039996,0.005875717488776135,1.12430655
59,0.20070603748246094,0.0386308453171225,0.0034145165858382375,0.5166497473904296,0.06606357254559492,0.005839250017049949,1.14327496
60,0.2036125508874454,0.03878355658131353,0.0034280144821473685,0.5116996049370467,0.0655321966072054,0.005792282575875624,1.16590496
61,0.20925854101996877,0.03907022206325713,0.0034533523704241725,0.5019301214576251,0.0644877824963607,0.005699968538357474,1.21050497
62,0.2157059852409688,0.03938341528739697,0.0034810350020005425,0.4911334289168985,0.06342948570380444,0.0056064274335419105,1.26249712
63,0.2200840694405937,0.039588619636919876,0.00349917267538512,0.4838412624018984,0.06272775594421519,0.005544402699596165,1.29845819
64,0.2292260151831172,0.03999511933394742,0.0035351025119249265,0.4690857453750077,0.061211200191368,0.00541035684248545,1.37529158
65,0.2343030070012109,0.04020863268586162,0.0035539746043014766,0.4611560294309062,0.06031622819090144,0.005331251746172701,1.41900082
66,0.24065898019118762,0.040465638581318915,0.0035766909307368235,0.45132048474446884,0.05934053775034248,0.005245012080315435,1.47479528
67,0.24564531758402355,0.04065861984308108,0.0035937482255910687,0.44360988281314057,0.05854501215054806,0.0051746968870376685,1.51941675
68,0.2509174111943438,0.04085543264380948,0.00361114418384349,0.4358179435736874,0.05768221649413896,0.005098435804609522,1.56743944
69,0.2555090782114061,0.04101983463597895,0.003625675404281441,0.42906606535413305,0.05700060593681968,0.005038189373708421,1.60996353
70,0.2598838393768594,0.04117083096831714,0.00363902172059777,0.42280956636451555,0.05630313281646835,0.004976540877071451,1.6511079
71,0.26453906128478905,0.04132622767868597,0.003652756979057255,0.41617593721371116,0.05563207394033627,0.004917227091835398,1.69556098
