,bins,Off_diagonal,Diagonal
0,-7.616867247541253,0.0,0.0
1,-7.358668357794092,0.0,0.0
2,-7.100469468046931,0.0,0.0
3,-6.84227057829977,0.0,0.0
4,-6.5840716885526085,0.0,0.0
5,-6.325872798805448,0.0,0.0
6,-6.0676739090582865,0.0,0.0
7,-5.809475019311126,0.0,0.0
8,-5.5512761295639645,0.0,0.0
9,-5.293077239816803,0.0,0.0
10,-5.034878350069643,0.0,0.0
11,-4.776679460322481,0.0,0.0
12,-4.51848057057532,0.0,0.0
13,-4.260281680828159,0.0,0.0
14,-4.002082791080998,0.0,0.0
15,-3.743883901333837,8.606629658238704e-07,0.0
16,-3.485685011586676,0.00014200938936093853,0.0
17,-3.227486121839515,0.005725990711626205,0.0
18,-2.9692872320923542,0.009263315501162418,0.0
19,-2.7110883423451932,0.018772780610550446,0.0
20,-2.452889452598032,0.02653854255117774,0.0
21,-2.194690562850871,0.06191781508729792,0.0
22,-1.9364916731037098,0.09917591487781142,0.0
23,-1.6782927833565486,0.14774742935407936,0.0
24,-1.4200938936093876,0.14750730438661436,0.0
25,-1.1618950038622267,0.24899926330570532,0.0
26,-0.9036961141150655,0.2863227734816307,0.0
27,-0.6454972243679045,0.36218074662575783,0.0
28,-0.3872983346207433,0.3968362016075875,0.0
29,-0.12909944487358224,0.3125919285241354,0.0
30,0.12909944487357886,0.3601702379390397,0.0
31,0.38729833462073987,0.3220936476679146,0.0
32,0.645497224367901,0.2977635662869629,0.0
33,0.903696114115062,0.21662112253181487,0.0
34,1.161895003862223,0.16690062299602504,0.0
35,1.4200938936093843,0.10222524376603115,0.0
36,1.6782927833565453,0.07242220658539367,0.0
37,1.9364916731037063,0.037394084539227546,0.0
38,2.1946905628508673,0.017171947494166506,0.0
39,2.4528894525980287,0.012738672557198072,0.0
40,2.7110883423451897,0.013942740046388291,0.0
41,2.9692872320923507,0.0007100469468102055,0.0
42,3.2274861218395117,6.885303727610648e-06,0.0
43,3.4856850115866727,0.0,0.0
44,3.743883901333834,0.0,0.0
45,4.002082791080995,0.0,0.0
46,4.2602816808281565,0.0,0.0
47,4.518480570575318,0.0,0.0
48,4.7766794603224785,0.0,0.0
49,5.03487835006964,0.0,0.0
50,5.2930772398168005,0.0,0.0
51,5.551276129563962,0.0,0.0
52,5.809475019311123,0.0,0.0
53,6.067673909058284,0.0,8.606629658238704e-07
54,6.325872798805445,0.0,9.467292624062574e-06
55,6.584071688552606,0.0,0.00012393546707863725
56,6.842270578299767,0.0,0.0011816902520761763
57,7.100469468046929,0.0,0.010753983757968762
58,7.358668357794089,0.0,0.04474414626724642
59,7.616867247541251,0.0,0.0
