,lambdas,diag_contrib_MMSE,offdiag_contrib_MMSE,diag_contrib_MMSE_std,offdiag_contrib_MMSE_std
0,0.0,0.8685884463265922,0.0846182500750972,0.00021174615790276046,0.008368213164906324
1,0.0007615635079999994,0.8687809652944314,0.08543285006005905,0.00018229853335911833,0.008363437277611822
2,0.002395882449999998,0.8686116267277102,0.08492145113429964,0.00018695383529125086,0.00836134100734011
3,0.004117260419999996,0.8683809962815117,0.08431214731069883,0.00019242516166046139,0.008356174650765477
4,0.005908725720000006,0.8681634213491055,0.08372793532150666,0.00019769675084458518,0.008350762100852432
5,0.008433614180000002,0.8678647919170336,0.08283910156254728,0.00020599696385041028,0.008345799115944925
6,0.012158297500000024,0.8673953662108976,0.08154102989788008,0.0002171653613053165,0.008332560356216049
7,0.018039443700000022,0.8667027507136117,0.07949460937503168,0.00023365291349784653,0.008315285466015366
8,0.027636580299999942,0.8655089023061493,0.07607715388370431,0.00025917941861547037,0.008287482291950258
9,0.039039979100000004,0.8640952631084413,0.07205243577222302,0.0002867363447329112,0.008249508495333948
10,0.05320812430000015,0.862299676419739,0.06697350304237464,0.00032262508694289076,0.008208931625209212
11,0.06211740510000019,0.8611611917818047,0.06377500093896757,0.0003482718898017945,0.008178769764515422
12,0.07224206170000005,0.859865014084996,0.06003655235878789,0.0003695502050475199,0.008142259645997832
13,0.08528120869999982,0.8581869625149883,0.05523516188400816,0.0004008703936547812,0.008099595505664112
14,0.09712321269999981,0.8566771859975539,0.05092883882959964,0.0004296989857241401,0.00806098084723049
15,0.11623370599999963,0.8542170911583179,0.04397376727762925,0.0004740706769114959,0.007991591170710806
16,0.130319042,0.8523312792968312,0.03876841928332144,0.0005031519613977961,0.007942873842520385
17,0.14559956599999993,0.8503367386568117,0.03308730374848148,0.0005390166776932455,0.00788563281684199
18,0.16100152799999992,0.8482941982797032,0.02740997126650191,0.0005708773703807507,0.00783378626741752
19,0.17550164400000032,0.8464167409104189,0.022050623497628586,0.0006043362248612952,0.007775806736118008
20,0.2064063949999994,0.8423579805813969,0.010746013371381568,0.000665849200964869,0.007664789299371632
21,0.21979662000000025,0.8406226697715844,0.005909752478967611,0.0006959756798526188,0.0076192935951726265
22,0.23300492399999959,0.8388715598707626,0.0011360265174011452,0.0007217697440980501,0.007578523504634401
23,0.25627105199999967,0.835844624774589,-0.007112109562765934,0.0007669953232925608,0.0074869028617885304
24,0.2720899239999996,0.8337918554687148,-0.012717666954656703,0.0007967065932041136,0.007431749564100563
25,0.28417519399999963,0.8322383479191219,-0.016996603628285457,0.0008198368197722591,0.00738782945824196
26,0.29668242500000014,0.8306268894605804,-0.021310771484410563,0.0008416805459713706,0.0073528661445550125
27,0.3088570809999995,0.8290788814603041,-0.02549318791316608,0.0008625206801075733,0.007306260807835257
28,0.33006556500000017,0.8263455564527813,-0.03267956918570043,0.0009018123904862433,0.007230068575321334
29,0.36222233200000115,0.8222901419771173,-0.04332596210190589,0.000955025231659649,0.007126038926554524
30,0.38148624899999994,0.8198989205228125,-0.049579774076020655,0.0009836806735453473,0.007064671977912517
31,0.40185436499999894,0.8173718637319414,-0.05612521146335121,0.0010157180794367917,0.0070076859804906345
32,0.4153730299999995,0.8157158986252743,-0.060324934082034785,0.0010353144192657639,0.006953915251292478
33,0.43522717999999877,0.8132690850360242,-0.06642117018480595,0.0010672572179547123,0.006899889972161362
34,0.4520884339999986,0.811245351938064,-0.07158364933893094,0.0010878810239052725,0.006849963047160877
35,0.4854430760000011,0.8072677159705274,-0.08137679950422765,0.0011318282225011812,0.0067562744069074275
36,0.5037337179999996,0.8051116656024423,-0.08664860201322533,0.0011549575500739734,0.0066976465346003
37,0.5201644260000006,0.8031838476562243,-0.09123140587438794,0.0011781140720288357,0.006658804757467946
38,0.5383298340000006,0.8010949077899367,-0.09630963566705972,0.0011989297395035986,0.006601800108263663
