SNR,MSE,stdtot
3.75,0.22538256368221635,0.0004274164727697892
3.8,0.22397064433676145,0.0004185815122092868
3.85,0.2214134182370976,0.00040504257902299236
3.9,0.21941597967244866,0.0003984154866599106
3.95,0.21798435147864806,0.0004153702379620254
4.,0.21574389745152378,0.00041478112644887776
4.05,0.21297797142187128,0.0003893713198057407
4.1,0.21214290308954623,0.0004014112065399676
4.15,0.20940995614334265,0.00038989385418202013
4.2,0.20818033889535378,0.0003794660393752039
4.25,0.20636598141544543,0.0003659316586324047
4.3,0.2039009460044084,0.00037811228895267906
4.35,0.2019761281813675,0.0003685749438188376
4.4,0.2004961910895652,0.00036829054561836636
4.45,0.1989106587759199,0.0003713348185565787
4.5,0.19732921874259818,0.0003547298843306179
4.55,0.195511371290919,0.0003779711557882055
4.6,0.19334542506448335,0.0003598019342253687
4.65,0.1924288966692454,0.0003416318244968131
4.7,0.19101618713152674,0.0003501847227343027
4.75,0.18957798360928163,0.00034998274339171595
4.8,0.18746583036607972,0.0003533123405378059
4.8500000000000005,0.18661108414750668,0.0003519278479645482
4.9,0.1842145292747434,0.00034394191852054636
4.95,0.18350462150162355,0.0003376355780542749
5.,0.1814209179393379,0.0003393094459367511
5.05,0.17965168113324262,0.00031723373283259137
5.1000000000000005,0.1788398831621716,0.0003278601252018872
5.15,0.17746324170502437,0.00031980389646927784
5.2,0.17637287876527558,0.00032363358026670153
5.25,0.17435826057931403,0.0003136182890544422
5.3,0.17369663502902338,0.00031837771576041524
5.3500000000000005,0.17219212351910923,0.000308804997949195
5.4,0.17099061863880768,0.0003031229068494323
5.45,0.1697091921840313,0.00030737841098811157
5.5,0.1687119124844917,0.0003120828139892359
5.55,0.16765684539971645,0.00030324538281994876
5.6000000000000005,0.1664383792446213,0.0002965530490610415
5.65,0.16507407014299916,0.0002905106276178627
5.7,0.16396120452580623,0.000296179260097095
5.75,0.1629124702967592,0.0002948506196208834
5.8,0.1620186888777767,0.0002997519401385694
5.8500000000000005,0.16067457471356897,0.0002861185812203276
5.9,0.15957923172394514,0.00028817885950041717
5.95,0.15844332474121015,0.0002946742816945892
6.,0.15770438982175952,0.0002839443546740073
6.05,0.15647321257023183,0.0002761757218185416
6.1000000000000005,0.15521299386179965,0.00028826615604820807
6.15,0.1546333489077568,0.00027534187464575054
6.2,0.15301657700287957,0.00028489221355767596
6.25,0.15186757308668936,0.0002804876243041832
6.3,0.1510264401282149,0.00027732852161815755
6.3500000000000005,0.1506663405439304,0.00026174539595385615
6.4,0.14955217687114708,0.0002709146880833817
6.45,0.14869348559473566,0.00026981073650019817
6.5,0.14771438920972693,0.0002713147849765076
6.55,0.14666501150075523,0.00026681635226399154
6.6000000000000005,0.14574433376922372,0.00025931227360081793
6.65,0.14467348586180198,0.0002580690462372659
6.7,0.14386500293449223,0.0002638872413443755
6.75,0.14325648096125174,0.0002601448813806818
6.8,0.1425943399610724,0.0002437241079724536
6.8500000000000005,0.14162515840073905,0.00024453448695440906
6.9,0.14051944136672015,0.00024968114838367554
6.95,0.13975108031355887,0.0002570149290949898
7.,0.1392098544487838,0.00025396341227473
7.05,0.13788185057148716,0.00024026759434057652
7.1000000000000005,0.1375948297956791,0.00024966836596619846
7.15,0.1366114605874062,0.0002474621843353768
7.2,0.13581722635521903,0.00024530547726718375
7.25,0.1350744477887794,0.0002440629854648861
7.3,0.13419222994066268,0.0002320415344632157
7.3500000000000005,0.13320672319463145,0.00023879159510847625
7.4,0.13283818115109272,0.00024384676494381487
7.45,0.13216155514845443,0.0002426142150535105
7.5,0.13108516667039455,0.00023596080440971384
7.55,0.13077601479861414,0.00023094671528314068
7.6000000000000005,0.12983151510793103,0.0002319573190335223
7.65,0.12947026227206332,0.0002204338491292919
7.7,0.12881347155754932,0.00023472751490075954
7.75,0.12795587753904847,0.00023407699893930562
7.8,0.12744349341747152,0.00022902499478698242
7.8500000000000005,0.1260904132310798,0.00022975262505513618
7.9,0.12563025397692304,0.00022211120066374315
7.95,0.12523069261169537,0.00022152726461352026
8.,0.12425637236393612,0.00021983455553470832
8.05,0.12409665461918547,0.0002165578020673492
8.100000000000001,0.12291399082237768,0.00021750325357656146
8.15,0.12271569819378848,0.00022003392643738377
8.200000000000001,0.12166369425242818,0.00021610674224683572
8.250000000000002,0.12141180646895164,0.00020831799662725955
8.3,0.1207535214472524,0.0002145291326447539
8.350000000000001,0.1203902545814388,0.00021286500702960017
8.4,0.11982216360365054,0.0002181036941515931
8.450000000000001,0.11907218511153032,0.00021373622519653084
8.500000000000002,0.11875769049106488,0.0002087704658304719
8.55,0.11787091069743737,0.00020855270835620147
8.600000000000001,0.11708615248140232,0.00020434477204323782
8.65,0.11634749980328529,0.00020827985001815468
8.700000000000001,0.11617867890060025,0.00021334648963839084
8.750000000000002,0.115590571341757,0.0002063440348716964
8.8,0.11507223477969826,0.0002034636186433871
8.850000000000001,0.11443410686376147,0.00020014852209109392
8.9,0.1140850980278773,0.00019894406089503286
8.950000000000001,0.1133759957770201,0.00019439507713672405
9.000000000000002,0.11305865250856213,0.0001946050335979191
9.05,0.11226711816414604,0.00019740489508569226
9.100000000000001,0.11178465296004625,0.00019184321703639165
9.15,0.1111022400784141,0.0001981216241432097
9.200000000000001,0.11060537810305639,0.00019079543326794757
9.250000000000002,0.11029811513024047,0.0001964720385872921
9.3,0.10943709901299702,0.00019138920887210836
9.350000000000001,0.10932744832273009,0.00018473743360378943
9.4,0.10887504378841745,0.00019634301776447343
9.450000000000001,0.10844414407748616,0.00018802014965650754
9.500000000000002,0.10773526373168518,0.00019079620331608122
9.55,0.10691689489190688,0.00019126654436210018
9.600000000000001,0.1068804864947651,0.0001962217880290428
9.650000000000002,0.10609763072823385,0.0001833005304360635
9.700000000000001,0.10602540538629446,0.00019112107022529069
9.750000000000002,0.10531267130660464,0.0001872080321248227
9.8,0.10511049511370918,0.0001780678312608341
9.850000000000001,0.1047954878186069,0.00018435167181995454
9.900000000000002,0.10394889680646548,0.00018426893000375222
9.950000000000001,0.10362617289288745,0.0001785880461474976
10.000000000000002,0.10324651961360992,0.0001881622470534909
10.05,0.10275126520692346,0.00017382109019324879
10.100000000000001,0.10233276645134626,0.0001809489080459463
10.150000000000002,0.10183204905322328,0.00018211226124635314
10.200000000000001,0.1016310762069997,0.00018087192511403232
10.250000000000002,0.10142273651478656,0.00017637185086637414
10.3,0.10052592828100568,0.00017399431452653656
10.350000000000001,0.10024055631527228,0.00017120770776927945
10.400000000000002,0.09961970017950263,0.00017221828801444234
10.450000000000001,0.09936179895432301,0.00017263736018034712
10.500000000000002,0.09929235141359849,0.00016866783776538913
10.55,0.09883978543246094,0.0001720902823031862
10.600000000000001,0.0981410744578555,0.00016528736469173955
10.650000000000002,0.09794439687276078,0.00016042442800695027
10.700000000000001,0.09749509941717087,0.0001750635497927337
10.750000000000002,0.0971469072660311,0.00017448205073273756
10.8,0.09697210290341192,0.00017471187739180556
10.850000000000001,0.09633720996021017,0.00016214726935142562
10.900000000000002,0.09593481898142171,0.00016776806245439983
10.950000000000001,0.0955634217421472,0.0001679009176142893
11.000000000000002,0.0949740534395317,0.00016305775995680957
11.05,0.09493158384800891,0.00016567654091035564
11.100000000000001,0.09435189515115902,0.00016674897077727807
11.150000000000002,0.09426970420359551,0.00016687688614491574
11.200000000000001,0.09363234199352391,0.00016650453874740605
11.250000000000002,0.09355344060710033,0.0001653435758262641
11.3,0.0929715151591144,0.00016271087556343324
11.350000000000001,0.09266158562427847,0.0001604420491736852
11.400000000000002,0.09229444646017602,0.00016421527433589078
11.450000000000001,0.0920248926543413,0.00016282876704179044
11.500000000000002,0.09187875975773128,0.00015455774077133942
11.55,0.09144285310587053,0.00016249785841460462
11.600000000000001,0.09072861709171048,0.00015872323077422497
11.650000000000002,0.0908255540519135,0.0001550023531413723
11.700000000000001,0.09024201217550364,0.00015551071946962099
11.750000000000002,0.08984988856311439,0.00015778877021080238
11.8,0.08973211903788006,0.0001592603163561308
11.850000000000001,0.08902977352289489,0.00015205455241790907
11.900000000000002,0.08909927303873424,0.00015665281830775241
11.950000000000001,0.08860433420533995,0.0001582573378393527
12.000000000000002,0.08819328997361739,0.00015593786589897634
12.05,0.08812651675110612,0.00015493326647943656
12.100000000000001,0.08768155696828912,0.00016102637342445278
12.150000000000002,0.08724035147084654,0.00015613085948503605
12.200000000000001,0.0872887834685082,0.00015201195749201636
12.250000000000002,0.08674796556997048,0.00014668792665992504
12.3,0.08635434219653289,0.00014741430404723632
12.350000000000001,0.0862590713737836,0.00015023670422918605
12.400000000000002,0.08598374747721574,0.00014473355759171387
12.450000000000001,0.08545623731313823,0.00014519536938592645
12.500000000000002,0.08514612218248312,0.00014766383574041264
12.55,0.08506261902014002,0.00014657094039699349
12.600000000000001,0.08463094705665755,0.00015059884501523327
12.650000000000002,0.08460328315666969,0.00014867525030642773
12.700000000000001,0.08442837944732581,0.00014359255498757104
12.750000000000002,0.0838735458952294,0.00014365908541770817
12.8,0.08345430375860859,0.00014214371867409608
12.850000000000001,0.08334126232626743,0.0001478598266319397
12.900000000000002,0.08299627918747107,0.00014014683226123186
12.950000000000001,0.08262025456934857,0.0001423386680154907
13.000000000000002,0.08260887012887867,0.00014306489001104317
13.05,0.08226063748593396,0.00013732072604000957
13.100000000000001,0.08203151763088612,0.00014066917774085307
13.150000000000002,0.08150152056087885,0.00013987286827667585
13.200000000000001,0.0815552793787056,0.00014262358475190215
13.250000000000002,0.0813379296426768,0.00014258188366089836
13.3,0.08074267240976342,0.00013625505666740558
13.350000000000001,0.08077224765409836,0.0001422992668614512
13.400000000000002,0.08009374943187245,0.00013662761209001082
13.450000000000001,0.0799429777390588,0.00013875358422248599
13.500000000000002,0.07983219001388663,0.0001443129777261356
13.55,0.07959714664840138,0.0001416099571118795
13.600000000000001,0.07924813316499955,0.0001413355246709981
13.650000000000002,0.07872717977043615,0.0001324971186557549
13.700000000000001,0.07881734860485574,0.0001378335522432882
13.750000000000002,0.07857026519403357,0.00013927191956019543
13.8,0.07836253855424645,0.00013217146963094418
13.850000000000001,0.0780643638437984,0.00013379132707110118
13.900000000000002,0.07807185892946829,0.00013488204592533042
13.950000000000001,0.07760668203198033,0.00013970564357157497
14.000000000000002,0.07737127532943011,0.0001253728555107581
14.05,0.07692074658687761,0.00013341729557947953
14.100000000000001,0.07710869813870576,0.000132781161390077
14.150000000000002,0.07663219459156985,0.0001319848800247988
14.200000000000001,0.07627952532619249,0.00013311050026411947
14.250000000000002,0.07622897403252345,0.0001336951467152805
14.3,0.07582683570791668,0.0001298676446484274
14.350000000000001,0.07577014336583524,0.00012879241922833824
14.400000000000002,0.07543457520433247,0.00013258385715571698
14.450000000000001,0.07538471921452478,0.00012870558898528644
14.500000000000002,0.07506600132850993,0.00012899067793313928
14.55,0.07461811050340818,0.00013299622984789674
14.600000000000001,0.07435721739688753,0.00012649235644633013
14.650000000000002,0.07418451624598402,0.00013000667395898647
14.700000000000001,0.07410856290210584,0.00013170723180980722
14.750000000000002,0.07395685663211043,0.00012840531453654
14.8,0.0735896027738688,0.00012836716136294834
14.850000000000001,0.07319895590182203,0.00012641852501822632
14.900000000000002,0.0729840568909451,0.00012493309434792935
14.950000000000001,0.07306176088173182,0.00012779537296374696
15.000000000000002,0.07272855880026023,0.00012132827319243375
15.05,0.07258664494298887,0.00011907358325915133
15.100000000000001,0.07241759199655953,0.00012360120948647394
15.150000000000002,0.07206380925965991,0.00012267662271845948
15.200000000000001,0.07219304830278116,0.00012199879004222452
15.250000000000002,0.07163088978492121,0.0001239536735664294
15.3,0.07177014314564843,0.0001250657897593414
15.350000000000001,0.071395411804697,0.00012287699417605304
15.400000000000002,0.07097763511183915,0.00012113547485341067
15.450000000000001,0.07080628859320773,0.0001248556803829133
15.500000000000002,0.07078048626086283,0.00011480734475178806
15.55,0.07025781003273485,0.00011824797003799048
15.600000000000001,0.07003939759872858,0.00012162226317948865
15.650000000000002,0.07041302303250926,0.00012001798367580204
15.700000000000001,0.06991729667303562,0.00011931007441200303
15.750000000000002,0.06990774281432237,0.00012169781691700939
15.8,0.06951153003314506,0.00012041864166178035
15.850000000000001,0.06927170858765762,0.00011631566674204463
15.900000000000002,0.0691931496046917,0.0001221422253661237
15.950000000000001,0.06890973449181462,0.00011607407517886072
16.,0.06878700547875762,0.00011568285885240842
16.05,0.06856039507377396,0.00011937715081197324
16.1,0.06839280956221519,0.00012116862332399816
16.150000000000002,0.06823745192012978,0.00011746429772272844
16.200000000000003,0.06785904274101383,0.00011771657417862454
16.25,0.06785961012393506,0.00011281457737332212
16.3,0.06775214256762294,0.00011952220082618133
16.35,0.06745697079755615,0.00011541976635262615
16.400000000000002,0.06726561934833164,0.0001142496307810391
16.450000000000003,0.06717182312333686,0.0001183969628783011
16.5,0.06698420468107706,0.00011011612858420114
16.55,0.06657967676857501,0.00011517724864508045
16.6,0.06657731901537489,0.00011300788400593849
16.650000000000002,0.06641366475682108,0.00011272057951995929
16.700000000000003,0.06633850869240483,0.00011276840221384889
16.75,0.06590412558784564,0.0001094542116294046
16.8,0.06569815633641919,0.00011310698408982831
16.85,0.06558019951198465,0.00011233937256142237
16.900000000000002,0.06554070139073649,0.00011366747219434338
16.950000000000003,0.06539495492272962,0.00011317956228090644
17.,0.06517218903653603,0.0001106427668893026
17.05,0.06501257762455835,0.0001121419382012675
17.1,0.06466429876102193,0.0001129088341544802
17.150000000000002,0.06449522831638158,0.0001098921857418696
17.200000000000003,0.06445885461557153,0.00010851312605110737
17.25,0.06423640401986351,0.00010663160686376355
17.3,0.06422124248383886,0.00011017520221606953
17.35,0.06394834582677315,0.0001120329246006519
17.400000000000002,0.06388485222110289,0.00010776704457444971
17.450000000000003,0.06364920521434918,0.00011062903612862108
17.5,0.06349763979666999,0.00010627704340361666
17.55,0.06341825460627319,0.00010744903882190474
17.6,0.06309913691397953,0.00011086663965582265
17.650000000000002,0.06304504488666875,0.00011105632366170496
17.700000000000003,0.06296169010572719,0.00010521712933861273
17.75,0.06275519842722299,0.00010579196651007602
17.8,0.06271731691281318,0.00010956990000418375
17.85,0.06250883171215338,0.00010727298775229194
17.900000000000002,0.06236930820953125,0.00011019273622461417
17.950000000000003,0.062175752847717564,0.00010686261371904701
18.,0.06191859500625469,0.00010441052630590788
18.05,0.06195862156564303,0.00010664784932674065
18.1,0.06153530225248019,0.00010531550464262328
18.150000000000002,0.06153681517859939,0.00010815867991026935
18.200000000000003,0.06136542752913464,0.00010587225384146597
18.25,0.06115730999043427,0.00010578006936672358
18.3,0.061059145202765404,0.00010731589395039831
18.35,0.06078440248795284,0.00010065604845316629
18.400000000000002,0.06082587645688546,0.00010185503389523023
18.450000000000003,0.06066998480319213,0.00010344099063180972
18.5,0.06047296702685405,0.00010458968619573948
18.55,0.060335172492592855,0.00010362717659970218
18.6,0.060102019978066454,0.00010445892655796606
18.650000000000002,0.060084537245154966,0.00010242087002277221
18.700000000000003,0.05998533083482456,0.00010511401948716825
18.75,0.059748112408517184,0.00010415040047785205
18.8,0.059752041377072795,0.00010184796214696517
18.85,0.05943326689754589,0.0001012188839760341
18.900000000000002,0.05923204599958091,0.00009671825065265379
18.950000000000003,0.0592592843470486,0.00010290027328716595
19.,0.058946148572985135,0.00009893339971973388
19.05,0.058870139518687484,0.00009913290695510715
19.1,0.05863375453690071,0.00010042549449257939
19.150000000000002,0.05855916203068652,0.00010146742044346202
19.200000000000003,0.05837583039117181,0.00009759810878605748
19.250000000000004,0.058465675106256054,0.00009862648100944846
19.3,0.0582251546311421,0.00009612818796420469
19.35,0.058161028262344906,0.00010123409450137924
19.400000000000002,0.05788799235863176,0.00010192092896438443
19.450000000000003,0.057900272564987525,0.00010161914674940197
19.500000000000004,0.05756251784075343,0.00010252978909671074
19.55,0.057482854525998786,0.00009908056214877702
19.6,0.057519005269966325,0.00009663132563516822
19.650000000000002,0.05736349730206632,0.00009632355524855515
19.700000000000003,0.05706978195344205,0.00009745717700704125
19.750000000000004,0.057044357432151166,0.00009860112362182332
19.8,0.0569285683616815,0.00009688858985740212
19.85,0.05674757402776641,0.00009755354847125418
19.900000000000002,0.056691969574716325,0.00009532434388107204
19.950000000000003,0.05657388211057038,0.00009903916731593515
20.000000000000004,0.056425820103103624,0.00009636529661126771
